"cd_sig";"code_10km";"cd_nom";"lb_nom";"annee";"nombre de données dans la maille";"fournisseurs des données";"wkt_geom_4326"
"10kmL93E047N632";"E047N632";60630;"Lutra lutra";2019;1;;"MULTIPOLYGON(((0.134705305233794 43.9414423802752,0.130179617981216 44.0313814138328,0.25485162321616 44.0345806882258,0.259181026944027 43.9446364458671,0.134705305233794 43.9414423802752)))"
"10kmL93E047N634";"E047N634";60630;"Lutra lutra";2019;5;"Office Français de la Biodiversité (OFB)";"MULTIPOLYGON(((0.125639617935396 44.1213248176763,0.121085237121196 44.2112723792786,0.246151669995296 44.2144820980949,0.250508525914613 44.1245293098009,0.125639617935396 44.1213248176763)))"
"10kmL93E047N635";"E047N635";60630;"Lutra lutra";2019;4;;"MULTIPOLYGON(((0.121085237121196 44.2112723792786,0.116516407132533 44.3012238857523,0.241780990001682 44.3044388402502,0.246151669995296 44.2144820980949,0.121085237121196 44.2112723792786)))"
"10kmL93E047N636";"E047N636";60630;"Lutra lutra";2019;1;;"MULTIPOLYGON(((0.116516407132533 44.3012238857523,0.111933059128971 44.39117912385,0.237396420061541 44.3943993230495,0.241780990001682 44.3044388402502,0.116516407132533 44.3012238857523)))"
"10kmL93E047N642";"E047N642";60630;"Lutra lutra";2019;6;"Comité technique Faune-France, Office Français de la Biodiversité (OFB)";"MULTIPOLYGON(((0.088796108630409 44.8410037999727,0.084124182125702 44.9309769295879,0.210793569481312 44.9342287881274,0.215262886116951 44.8442503590471,0.088796108630409 44.8410037999727)))"
"10kmL93E047N643";"E047N643";60630;"Lutra lutra";2019;1;"Comité technique Faune-France";"MULTIPOLYGON(((0.084124182125702 44.9309769295879,0.079437243267132 45.0209522880988,0.20630988987237 45.02420945534,0.210793569481312 44.9342287881274,0.084124182125702 44.9309769295879)))"
"10kmL93E047N644";"E047N644";60630;"Lutra lutra";2019;1;"Comité technique Faune-France";"MULTIPOLYGON(((0.079437243267132 45.0209522880988,0.074735219612394 45.1109296594127,0.201811777970645 45.1141921446243,0.20630988987237 45.02420945534,0.079437243267132 45.0209522880988)))"
"10kmL93E047N645";"E047N645";60630;"Lutra lutra";2019;3;"Comité technique Faune-France";"MULTIPOLYGON(((0.074735219612394 45.1109296594127,0.070018038252556 45.2009088270854,0.197299164010066 45.204176639568,0.201811777970645 45.1141921446243,0.074735219612394 45.1109296594127)))"
"10kmL93E047N646";"E047N646";60630;"Lutra lutra";2019;2;"Comité technique Faune-France";"MULTIPOLYGON(((0.070018038252556 45.2009088270854,0.065285625808289 45.2908895743219,0.192771977774352 45.2941627234086,0.197299164010066 45.204176639568,0.070018038252556 45.2009088270854)))"
"10kmL93E047N647";"E047N647";60630;"Lutra lutra";2019;1;"Charente Nature";"MULTIPOLYGON(((0.065285625808289 45.2908895743219,0.060537908426069 45.3808716839779,0.188230148593377 45.3841501790344,0.192771977774352 45.2941627234086,0.065285625808289 45.2908895743219)))"
"10kmL93E047N650";"E047N650";60630;"Lutra lutra";2019;2;"Charente Nature, Comité technique Faune-France";"MULTIPOLYGON(((0.050996261039698 45.5608391202267,0.046202180922858 45.65082401079,0.17451608979276 45.6541186002801,0.179102276423908 45.5641283354517,0.050996261039698 45.5608391202267)))"
"10kmL93E047N652";"E047N652";60630;"Lutra lutra";2019;29;"Charente Nature, Comité technique Faune-France";"MULTIPOLYGON(((0.041392495634819 45.7408093917157,0.036567128892846 45.8307950441243,0.165298852821072 45.8341004106745,0.169914972923513 45.7441093649696,0.041392495634819 45.7408093917157)))"
"10kmL93E047N653";"E047N653";60630;"Lutra lutra";2019;15;"Comité technique Faune-France";"MULTIPOLYGON(((0.036567128892846 45.8307950441243,0.03172600391642 45.9207807487923,0.160667656013921 45.9240915182054,0.165298852821072 45.8341004106745,0.036567128892846 45.8307950441243)))"
"10kmL93E047N654";"E047N654";60630;"Lutra lutra";2019;1;"Comité technique Faune-France";"MULTIPOLYGON(((0.03172600391642 45.9207807487923,0.026869043423194 46.0107662861528,0.156021308550242 46.0140824680298,0.160667656013921 45.9240915182054,0.03172600391642 45.9207807487923)))"
"10kmL93E047N658";"E047N658";60630;"Lutra lutra";2019;1;"Comité technique Faune-France";"MULTIPOLYGON(((0.012202368405319 46.2807196935899,0.007281282840305 46.3707023592174,0.137282916062351 46.3740402876569,0.141990615414622 46.2840521708124,0.012202368405319 46.2807196935899)))"
"10kmL93E047N659";"E047N659";60630;"Lutra lutra";2019;9;"Vienne Nature";"MULTIPOLYGON(((0.007281282840305 46.3707023592174,0.002343967674202 46.4606837545856,0.13255968895108 46.4640271440188,0.137282916062351 46.3740402876569,0.007281282840305 46.3707023592174)))"
"10kmL93E047N660";"E047N660";60630;"Lutra lutra";2019;2;"Vienne Nature";"MULTIPOLYGON(((0.002343967674202 46.4606837545856,-0.002609657473941 46.5506636580869,0.127820857163315 46.5540125183267,0.13255968895108 46.4640271440188,0.002343967674202 46.4606837545856)))"
"10kmL93E047N667";"E047N667";60630;"Lutra lutra";2019;1;"Comité technique Faune-France";"MULTIPOLYGON(((-0.032678486837173 47.0904992975391,-0.037748577726042 47.1804625247615,0.094205534753843 47.1838499584842,0.099055796228181 47.0938811907355,-0.032678486837173 47.0904992975391)))"
"10kmL93E047N668";"E047N668";60630;"Lutra lutra";2019;2;"Comité technique Faune-France";"MULTIPOLYGON(((-0.037748577726042 47.1804625247615,-0.042835641150961 47.2704224752236,0.089339034593225 47.2738154595831,0.094205534753843 47.1838499584842,-0.037748577726042 47.1804625247615)))"
"10kmL93E047N669";"E047N669";60630;"Lutra lutra";2019;1;"Comité technique Faune-France";"MULTIPOLYGON(((-0.042835641150961 47.2704224752236,-0.047939762437772 47.3603789243008,0.084456214095994 47.3637774694461,0.089339034593225 47.2738154595831,-0.042835641150961 47.2704224752236)))"
"10kmL93E047N673";"E047N673";60630;"Lutra lutra";2019;1;"Comité technique Faune-France";"MULTIPOLYGON(((-0.063355335346076 47.6302250122295,-0.0685285528636 47.7201652031383,0.064760076455096 47.7235860936971,0.069709005832711 47.6336403010157,-0.063355335346076 47.6302250122295)))"
"10kmL93E048N619";"E048N619";60630;"Lutra lutra";2019;1;;"MULTIPOLYGON(((0.314246024335114 42.7758558284988,0.310088899937725 42.865723969453,0.43226936024663 42.8687171706617,0.436237932813129 42.7788441603286,0.314246024335114 42.7758558284988)))"
"10kmL93E048N621";"E048N621";60630;"Lutra lutra";2019;4;;"MULTIPOLYGON(((0.305918891443291 42.9555992188738,0.301735938885059 43.0454813690324,0.424295254878064 43.0484843335851,0.428288486688507 42.9585972976483,0.305918891443291 42.9555992188738)))"
"10kmL93E048N622";"E048N622";60630;"Lutra lutra";2019;6;;"MULTIPOLYGON(((0.301735938885059 43.0454813690324,0.297539981923702 43.1353702118277,0.420289607198786 43.1383780703969,0.424295254878064 43.0484843335851,0.301735938885059 43.0454813690324)))"
"10kmL93E048N626";"E048N626";60630;"Lutra lutra";2019;4;;"MULTIPOLYGON(((0.284873475578036 43.4050748094581,0.280624890057535 43.4949883343763,0.404141692853625 43.4980158519205,0.408197587387197 43.4080973997693,0.284873475578036 43.4050748094581)))"
"10kmL93E048N628";"E048N628";60630;"Lutra lutra";2019;2;;"MULTIPOLYGON(((0.276362992746367 43.5849075058739,0.272087721007982 43.6748321136355,0.395991715816581 43.6778695107854,0.400073088933575 43.587939959022,0.276362992746367 43.5849075058739)))"
"10kmL93E048N631";"E048N631";60630;"Lutra lutra";2019;3;;"MULTIPOLYGON(((0.26349680173313 43.8546967948606,0.259181026944027 43.9446364458671,0.383670377525364 43.9476887256836,0.387790420868222 43.857744105317,0.26349680173313 43.8546967948606)))"
"10kmL93E048N633";"E048N633";60630;"Lutra lutra";2019;1;"Office Français de la Biodiversité (OFB)";"MULTIPOLYGON(((0.25485162321616 44.0345806882258,0.250508525914613 44.1245293098009,0.375391192442864 44.1275915538902,0.379537321956583 44.0376379459105,0.25485162321616 44.0345806882258)))"
"10kmL93E048N634";"E048N634";60630;"Lutra lutra";2019;1;;"MULTIPOLYGON(((0.250508525914613 44.1245293098009,0.246151669995296 44.2144820980949,0.371231926874413 44.2175493371535,0.375391192442864 44.1275915538902,0.250508525914613 44.1245293098009)))"
"10kmL93E048N636";"E048N636";60630;"Lutra lutra";2019;11;;"MULTIPOLYGON(((0.241780990001682 44.3044388402502,0.237396420061541 44.3943993230495,0.362873737161478 44.3974765778549,0.367059462747524 44.3075110828712,0.241780990001682 44.3044388402502)))"
"10kmL93E048N642";"E048N642";60630;"Lutra lutra";2019;3;"Comité technique Faune-France";"MULTIPOLYGON(((0.215262886116951 44.8442503590471,0.210793569481312 44.9342287881274,0.337477319736389 44.9373362987357,0.341743957627107 44.8473528051239,0.215262886116951 44.8442503590471)))"
"10kmL93E048N645";"E048N645";60630;"Lutra lutra";2019;1;;"MULTIPOLYGON(((0.201811777970645 45.1141921446243,0.197299164010066 45.204176639568,0.324594861967076 45.2072993968678,0.32890283831272 45.1173098108134,0.201811777970645 45.1141921446243)))"
"10kmL93E048N646";"E048N646";60630;"Lutra lutra";2019;2;;"MULTIPOLYGON(((0.197299164010066 45.204176639568,0.192771977774352 45.2941627234086,0.320272972609422 45.2972905807405,0.324594861967076 45.2072993968678,0.197299164010066 45.204176639568)))"
"10kmL93E048N647";"E048N647";60630;"Lutra lutra";2019;3;"Comité technique Faune-France";"MULTIPOLYGON(((0.192771977774352 45.2941627234086,0.188230148593377 45.3841501790344,0.315937102756705 45.3872831453508,0.320272972609422 45.2972905807405,0.192771977774352 45.2941627234086)))"
"10kmL93E048N648";"E048N648";60630;"Lutra lutra";2019;5;"Charente Nature, Comité technique Faune-France";"MULTIPOLYGON(((0.188230148593377 45.3841501790344,0.18367360533951 45.4741387889849,0.311587184488914 45.4772768732698,0.315937102756705 45.3872831453508,0.188230148593377 45.3841501790344)))"
"10kmL93E048N649";"E048N649";60630;"Lutra lutra";2019;3;"Charente Nature, Comité technique Faune-France";"MULTIPOLYGON(((0.18367360533951 45.4741387889849,0.179102276423908 45.5641283354517,0.307223149445542 45.5672715467208,0.311587184488914 45.4772768732698,0.18367360533951 45.4741387889849)))"
"10kmL93E048N650";"E048N650";60630;"Lutra lutra";2019;1;"Comité technique Faune-France";"MULTIPOLYGON(((0.179102276423908 45.5641283354517,0.17451608979276 45.6541186002801,0.302844928821999 45.6572669475809,0.307223149445542 45.5672715467208,0.179102276423908 45.5641283354517)))"
"10kmL93E048N652";"E048N652";60630;"Lutra lutra";2019;1;"Comité technique Faune-France";"MULTIPOLYGON(((0.169914972923513 45.7441093649696,0.165298852821072 45.8341004106745,0.29404565337396 45.8372590573101,0.298452453366004 45.7472628573818,0.169914972923513 45.7441093649696)))"
"10kmL93E048N653";"E048N653";60630;"Lutra lutra";2019;3;"Charente Nature, Comité technique Faune-France";"MULTIPOLYGON(((0.165298852821072 45.8341004106745,0.160667656013921 45.9240915182054,0.289624458687241 45.9272553282091,0.29404565337396 45.8372590573101,0.165298852821072 45.8341004106745)))"
"10kmL93E048N654";"E048N654";60630;"Lutra lutra";2019;4;"Charente Nature, Comité technique Faune-France";"MULTIPOLYGON(((0.160667656013921 45.9240915182054,0.156021308550242 46.0140824680298,0.285188798688493 46.0172514505792,0.289624458687241 45.9272553282091,0.160667656013921 45.9240915182054)))"
"10kmL93E048N655";"E048N655";60630;"Lutra lutra";2019;2;"Comité technique Faune-France";"MULTIPOLYGON(((0.156021308550242 46.0140824680298,0.151359735993993 46.1040730402731,0.280738602297877 46.1072472045788,0.285188798688493 46.0172514505792,0.156021308550242 46.0140824680298)))"
"10kmL93E048N657";"E048N657";60630;"Lutra lutra";2019;1;"Comité technique Faune-France";"MULTIPOLYGON(((0.146682863420936 46.1940630147193,0.141990615414622 46.2840521708124,0.271794313686493 46.2872367263966,0.276273797969283 46.1972423700254,0.146682863420936 46.1940630147193)))"
"10kmL93E048N658";"E048N658";60630;"Lutra lutra";2019;7;"Comité technique Faune-France, Office Français de la Biodiversité (OFB), Vienne Nature";"MULTIPOLYGON(((0.141990615414622 46.2840521708124,0.137282916062351 46.3740402876569,0.267300076959317 46.3772300528307,0.271794313686493 46.2872367263966,0.141990615414622 46.2840521708124)))"
"10kmL93E048N659";"E048N659";60630;"Lutra lutra";2019;8;"Comité technique Faune-France, Vienne Nature";"MULTIPOLYGON(((0.137282916062351 46.3740402876569,0.13255968895108 46.4640271440188,0.262791014819687 46.467222128128,0.267300076959317 46.3772300528307,0.137282916062351 46.3740402876569)))"
"10kmL93E048N672";"E048N672";60630;"Lutra lutra";2019;5;"Comité technique Faune-France, LPO Sarthe, Office Français de la Biodiversité (OFB)";"MULTIPOLYGON(((0.074641282745465 47.5436901155499,0.069709005832711 47.6336403010157,0.202789999381899 47.6369039977524,0.207498656760018 47.5469484686306,0.074641282745465 47.5436901155499)))"
"10kmL93E048N673";"E048N673";60630;"Lutra lutra";2019;1;"Comité technique Faune-France";"MULTIPOLYGON(((0.069709005832711 47.6336403010157,0.064760076455096 47.7235860936971,0.198065442580564 47.7268551439416,0.202789999381899 47.6369039977524,0.069709005832711 47.6336403010157)))"
"10kmL93E048N683";"E048N683";60630;"Lutra lutra";2019;1;"Comité technique Faune-France";"MULTIPOLYGON(((0.01945622813058 48.5328631228225,0.014336034131988 48.6227524934302,0.149927393306173 48.6260756291548,0.15481547072629 48.5361808043701,0.01945622813058 48.5328631228225)))"
"10kmL93E048N684";"E048N684";60630;"Lutra lutra";2019;2;"Comité technique Faune-France";"MULTIPOLYGON(((0.014336034131988 48.6227524934302,0.00919822660849 48.7126349653691,0.145022498706054 48.7159635655595,0.149927393306173 48.6260756291548,0.014336034131988 48.6227524934302)))"
"10kmL93E049N626";"E049N626";60630;"Lutra lutra";2019;1;;"MULTIPOLYGON(((0.408197587387197 43.4080973997693,0.404141692853625 43.4980158519205,0.527671204974152 43.500902709337,0.53153434908363 43.4109795586229,0.408197587387197 43.4080973997693)))"
"10kmL93E049N627";"E049N627";60630;"Lutra lutra";2019;1;;"MULTIPOLYGON(((0.404141692853625 43.4980158519205,0.400073088933575 43.587939959022,0.523795954255197 43.5908315229853,0.527671204974152 43.500902709337,0.404141692853625 43.4980158519205)))"
"10kmL93E049N628";"E049N628";60630;"Lutra lutra";2019;1;;"MULTIPOLYGON(((0.400073088933575 43.587939959022,0.395991715816581 43.6778695107854,0.51990853994531 43.6807657893053,0.523795954255197 43.5908315229853,0.400073088933575 43.587939959022)))"
"10kmL93E049N629";"E049N629";60630;"Lutra lutra";2019;1;;"MULTIPOLYGON(((0.395991715816581 43.6778695107854,0.391897513316432 43.7678042965567,0.516008904705003 43.7707052976689,0.51990853994531 43.6807657893053,0.395991715816581 43.6778695107854)))"
"10kmL93E049N630";"E049N630";60630;"Lutra lutra";2019;2;;"MULTIPOLYGON(((0.391897513316432 43.7678042965567,0.387790420868222 43.857744105317,0.512096990833939 43.8606498370836,0.516008904705003 43.7707052976689,0.391897513316432 43.7678042965567)))"
"10kmL93E049N648";"E049N648";60630;"Lutra lutra";2019;4;"Comité technique Faune-France";"MULTIPOLYGON(((0.315937102756705 45.3872831453508,0.311587184488914 45.4772768732698,0.439514880339986 45.4802691665114,0.443658105261785 45.3902705581078,0.315937102756705 45.3872831453508)))"
"10kmL93E049N649";"E049N649";60630;"Lutra lutra";2019;3;"Comité technique Faune-France";"MULTIPOLYGON(((0.311587184488914 45.4772768732698,0.307223149445542 45.5672715467208,0.435358207972829 45.5702687290463,0.439514880339986 45.4802691665114,0.311587184488914 45.4772768732698)))"
"10kmL93E049N650";"E049N650";60630;"Lutra lutra";2019;3;"Charente Nature, Comité technique Faune-France";"MULTIPOLYGON(((0.307223149445542 45.5672715467208,0.302844928821999 45.6572669475809,0.431188022608558 45.6602690276199,0.435358207972829 45.5702687290463,0.307223149445542 45.5672715467208)))"
"10kmL93E049N651";"E049N651";60630;"Lutra lutra";2019;2;"Charente Nature, Comité technique Faune-France";"MULTIPOLYGON(((0.302844928821999 45.6572669475809,0.298452453366004 45.7472628573818,0.42700425826881 45.7502698437945,0.431188022608558 45.6602690276199,0.302844928821999 45.6572669475809)))"
"10kmL93E049N652";"E049N652";60630;"Lutra lutra";2019;2;"Charente Nature, Comité technique Faune-France";"MULTIPOLYGON(((0.298452453366004 45.7472628573818,0.29404565337396 45.8372590573101,0.422806848545166 45.8402709587878,0.42700425826881 45.7502698437945,0.298452453366004 45.7472628573818)))"
"10kmL93E049N653";"E049N653";60630;"Lutra lutra";2019;3;"Charente Nature, Comité technique Faune-France";"MULTIPOLYGON(((0.29404565337396 45.8372590573101,0.289624458687241 45.9272553282091,0.418595726595607 45.930272153474,0.422806848545166 45.8402709587878,0.29404565337396 45.8372590573101)))"
"10kmL93E049N654";"E049N654";60630;"Lutra lutra";2019;4;"Charente Nature, Comité technique Faune-France";"MULTIPOLYGON(((0.289624458687241 45.9272553282091,0.285188798688493 46.0172514505792,0.414370825140995 46.0202732083849,0.418595726595607 45.930272153474,0.289624458687241 45.9272553282091)))"
"10kmL93E049N655";"E049N655";60630;"Lutra lutra";2019;1;"Comité technique Faune-France";"MULTIPOLYGON(((0.285188798688493 46.0172514505792,0.280738602297877 46.1072472045788,0.410132076461487 46.1102739037106,0.414370825140995 46.0202732083849,0.285188798688493 46.0172514505792)))"
"10kmL93E049N657";"E049N657";60630;"Lutra lutra";2019;1;"Comité technique Faune-France";"MULTIPOLYGON(((0.276273797969283 46.1972423700254,0.271794313686493 46.2872367263966,0.401612764323201 46.2902733346641,0.405879412392931 46.2002740193005,0.276273797969283 46.1972423700254)))"
"10kmL93E049N658";"E049N658";60630;"Lutra lutra";2019;3;"Comité technique Faune-France, Vienne Nature";"MULTIPOLYGON(((0.271794313686493 46.2872367263966,0.267300076959317 46.3772300528307,0.397332063188526 46.3802716289722,0.401612764323201 46.2902733346641,0.271794313686493 46.2872367263966)))"
"10kmL93E049N659";"E049N659";60630;"Lutra lutra";2019;8;"Vienne Nature";"MULTIPOLYGON(((0.267300076959317 46.3772300528307,0.262791014819687 46.467222128128,0.393037239469753 46.4702686810575,0.397332063188526 46.3802716289722,0.267300076959317 46.3772300528307)))"
"10kmL93E049N660";"E049N660";60630;"Lutra lutra";2019;2;"Vienne Nature";"MULTIPOLYGON(((0.262791014819687 46.467222128128,0.258267053817735 46.5572127307512,0.388728223188622 46.5602642694156,0.393037239469753 46.4702686810575,0.262791014819687 46.467222128128)))"
"10kmL93E049N661";"E049N661";60630;"Lutra lutra";2019;1;"Vienne Nature";"MULTIPOLYGON(((0.258267053817735 46.5572127307512,0.253728120017776 46.6472016388269,0.38440494390393 46.6502581722063,0.388728223188622 46.5602642694156,0.258267053817735 46.5572127307512)))"
"10kmL93E049N666";"E049N666";60630;"Lutra lutra";2019;2;"Office Français de la Biodiversité (OFB)";"MULTIPOLYGON(((0.235421160895037 47.007135876465,0.230806236783167 47.0971129719932,0.362572104094325 47.1001946148217,0.366967771487565 47.010212479174,0.235421160895037 47.007135876465)))"
"10kmL93E049N671";"E049N671";60630;"Lutra lutra";2019;1;"Comité technique Faune-France";"MULTIPOLYGON(((0.212191494805631 47.4569887824149,0.207498656760018 47.5469484686306,0.340371850017709 47.550055450514,0.344841738237476 47.4600906779089,0.212191494805631 47.4569887824149)))"
"10kmL93E049N672";"E049N672";60630;"Lutra lutra";2019;2;"Comité technique Faune-France";"MULTIPOLYGON(((0.207498656760018 47.5469484686306,0.202789999381899 47.6369039977524,0.335886892264178 47.640016075386,0.340371850017709 47.550055450514,0.207498656760018 47.5469484686306)))"
"10kmL93E049N673";"E049N673";60630;"Lutra lutra";2019;2;"Comité technique Faune-France, Office Français de la Biodiversité (OFB)";"MULTIPOLYGON(((0.202789999381899 47.6369039977524,0.198065442580564 47.7268551439416,0.331386788670404 47.7299723267222,0.335886892264178 47.640016075386,0.202789999381899 47.6369039977524)))"
"10kmL93E049N683";"E049N683";60630;"Lutra lutra";2019;1;"Comité technique Faune-France";"MULTIPOLYGON(((0.15481547072629 48.5361808043701,0.149927393306173 48.6260756291548,0.2855355695614 48.6292443884043,0.290191444098773 48.5393443624496,0.15481547072629 48.5361808043701)))"
"10kmL93E049N684";"E049N684";60630;"Lutra lutra";2019;2;"Comité technique Faune-France";"MULTIPOLYGON(((0.149927393306173 48.6260756291548,0.145022498706054 48.7159635655595,0.280863674783282 48.719137535793,0.2855355695614 48.6292443884043,0.149927393306173 48.6260756291548)))"
"10kmL93E050N623";"E050N623";60630;"Lutra lutra";2019;1;"LPO Occitanie";"MULTIPOLYGON(((0.543051706257668 43.1412461812097,0.539224543626524 43.2311510852146,0.662189539304999 43.2338838736561,0.665825687467556 43.1439745224745,0.543051706257668 43.1412461812097)))"
"10kmL93E050N624";"E050N624";60630;"Lutra lutra";2019;2;"CEN Occitanie, LPO Occitanie";"MULTIPOLYGON(((0.539224543626524 43.2311510852146,0.535385443209842 43.3210622807392,0.658542048098809 43.3237995238813,0.662189539304999 43.2338838736561,0.539224543626524 43.2311510852146)))"
"10kmL93E050N626";"E050N626";60630;"Lutra lutra";2019;1;;"MULTIPOLYGON(((0.53153434908363 43.4109795586229,0.527671204974152 43.500902709337,0.651212823644764 43.5036488845488,0.654883160704398 43.4137212640137,0.53153434908363 43.4109795586229)))"
"10kmL93E050N627";"E050N627";60630;"Lutra lutra";2019;1;;"MULTIPOLYGON(((0.527671204974152 43.500902709337,0.523795954255197 43.5908315229853,0.647530983107894 43.5935821756146,0.651212823644764 43.5036488845488,0.527671204974152 43.500902709337)))"
"10kmL93E050N642";"E050N642";60630;"Lutra lutra";2019;2;"Office Français de la Biodiversité (OFB)";"MULTIPOLYGON(((0.46823867644717 44.8503111138787,0.464174783070755 44.9402994370068,0.590885309240735 44.9431181796657,0.594746395443305 44.853125262114,0.46823867644717 44.8503111138787)))"
"10kmL93E050N647";"E050N647";60630;"Lutra lutra";2019;4;"Comité technique Faune-France";"MULTIPOLYGON(((0.447787947866823 45.3002731215817,0.443658105261785 45.3902705581078,0.571392490013476 45.3931123936358,0.57531624066255 45.3031103223423,0.447787947866823 45.3002731215817)))"
"10kmL93E050N648";"E050N648";60630;"Lutra lutra";2019;3;"Comité technique Faune-France";"MULTIPOLYGON(((0.443658105261785 45.3902705581078,0.439514880339986 45.4802691665114,0.567456023565699 45.4831156449603,0.571392490013476 45.3931123936358,0.443658105261785 45.3902705581078)))"
"10kmL93E050N649";"E050N649";60630;"Lutra lutra";2019;1;"Comité technique Faune-France";"MULTIPOLYGON(((0.439514880339986 45.4802691665114,0.435358207972829 45.5702687290463,0.563506779425942 45.5731198585983,0.567456023565699 45.4831156449603,0.439514880339986 45.4802691665114)))"
"10kmL93E050N650";"E050N650";60630;"Lutra lutra";2019;4;"Charente Nature, Comité technique Faune-France";"MULTIPOLYGON(((0.435358207972829 45.5702687290463,0.431188022608558 45.6602690276199,0.55954469529872 45.6631248164863,0.563506779425942 45.5731198585983,0.435358207972829 45.5702687290463)))"
"10kmL93E050N651";"E050N651";60630;"Lutra lutra";2019;4;"Charente Nature, Comité technique Faune-France";"MULTIPOLYGON(((0.431188022608558 45.6602690276199,0.42700425826881 45.7502698437945,0.555569708483064 45.7531303002157,0.55954469529872 45.6631248164863,0.431188022608558 45.6602690276199)))"
"10kmL93E050N652";"E050N652";60630;"Lutra lutra";2019;1;"Comité technique Faune-France";"MULTIPOLYGON(((0.42700425826881 45.7502698437945,0.422806848545166 45.8402709587878,0.55158175586924 45.8431360910336,0.555569708483064 45.7531303002157,0.42700425826881 45.7502698437945)))"
"10kmL93E050N653";"E050N653";60630;"Lutra lutra";2019;4;"Charente Nature, Comité technique Faune-France";"MULTIPOLYGON(((0.422806848545166 45.8402709587878,0.418595726595607 45.930272153474,0.547580773935383 45.933141969844,0.55158175586924 45.8431360910336,0.422806848545166 45.8402709587878)))"
"10kmL93E050N654";"E050N654";60630;"Lutra lutra";2019;1;"Comité technique Faune-France";"MULTIPOLYGON(((0.418595726595607 45.930272153474,0.414370825140995 46.0202732083849,0.543566698744145 46.0231477172084,0.547580773935383 45.933141969844,0.418595726595607 45.930272153474)))"
"10kmL93E050N657";"E050N657";60630;"Lutra lutra";2019;7;"Vienne Nature";"MULTIPOLYGON(((0.405879412392931 46.2002740193005,0.401612764323201 46.2902733346641,0.53144526794877 46.2931619711262,0.535499010742286 46.2031579381397,0.405879412392931 46.2002740193005)))"
"10kmL93E050N658";"E050N658";60630;"Lutra lutra";2019;2;"Vienne Nature";"MULTIPOLYGON(((0.401612764323201 46.2902733346641,0.397332063188526 46.3802716289722,0.52737817192511 46.3831649915082,0.53144526794877 46.2931619711262,0.401612764323201 46.2902733346641)))"
"10kmL93E050N664";"E050N664";60630;"Lutra lutra";2019;1;"Vienne Nature";"MULTIPOLYGON(((0.375715312221419 46.8302400320487,0.371348816591903 46.9202275437472,0.50269144747665 46.923149441952,0.506840065678148 46.8331571528139,0.375715312221419 46.8302400320487)))"
"10kmL93E050N671";"E050N671";60630;"Lutra lutra";2019;1;"Comité technique Faune-France";"MULTIPOLYGON(((0.344841738237476 47.4600906779089,0.340371850017709 47.550055450514,0.473260112723708 47.5530110354903,0.477506975323399 47.4630414240388,0.344841738237476 47.4600906779089)))"
"10kmL93E050N672";"E050N672";60630;"Lutra lutra";2019;1;"Comité technique Faune-France";"MULTIPOLYGON(((0.340371850017709 47.550055450514,0.335886892264178 47.640016075386,0.468998930900527 47.6429765081157,0.473260112723708 47.5530110354903,0.340371850017709 47.550055450514)))"
"10kmL93E051N624";"E051N624";60630;"Lutra lutra";2019;3;"LPO Occitanie";"MULTIPOLYGON(((0.662189539304999 43.2338838736561,0.658542048098809 43.3237995238813,0.781710049120688 43.3263965210494,0.785165877972228 43.2364766441623,0.662189539304999 43.2338838736561)))"
"10kmL93E051N646";"E051N646";60630;"Lutra lutra";2019;2;"Comité technique Faune-France";"MULTIPOLYGON(((0.579227337007232 45.2131096484505,0.57531624066255 45.3031103223423,0.702857187696803 45.3058021605794,0.706562794291015 45.2157970968551,0.579227337007232 45.2131096484505)))"
"10kmL93E051N647";"E051N647";60630;"Lutra lutra";2019;3;"Comité technique Faune-France";"MULTIPOLYGON(((0.57531624066255 45.3031103223423,0.571392490013476 45.3931123936358,0.699139590497472 45.3958086294159,0.702857187696803 45.3058021605794,0.57531624066255 45.3031103223423)))"
"10kmL93E051N648";"E051N648";60630;"Lutra lutra";2019;3;"Comité technique Faune-France";"MULTIPOLYGON(((0.571392490013476 45.3931123936358,0.567456023565699 45.4831156449603,0.695409944416456 45.4858162860212,0.699139590497472 45.3958086294159,0.571392490013476 45.3931123936358)))"
"10kmL93E051N649";"E051N649";60630;"Lutra lutra";2019;5;"Comité technique Faune-France";"MULTIPOLYGON(((0.567456023565699 45.4831156449603,0.563506779425942 45.5731198585983,0.691668190799039 45.575824912705,0.695409944416456 45.4858162860212,0.567456023565699 45.4831156449603)))"
"10kmL93E051N650";"E051N650";60630;"Lutra lutra";2019;7;"Comité technique Faune-France, Office Français de la Biodiversité (OFB)";"MULTIPOLYGON(((0.563506779425942 45.5731198585983,0.55954469529872 45.6631248164863,0.687914270609278 45.6658342914313,0.691668190799039 45.575824912705,0.563506779425942 45.5731198585983)))"
"10kmL93E051N651";"E051N651";60630;"Lutra lutra";2019;3;"Charente Nature, Comité technique Faune-France";"MULTIPOLYGON(((0.55954469529872 45.6631248164863,0.555569708483064 45.7531303002157,0.684148124426901 45.7558442038193,0.687914270609278 45.6658342914313,0.55954469529872 45.6631248164863)))"
"10kmL93E051N652";"E051N652";60630;"Lutra lutra";2019;3;"Charente Nature, Comité technique Faune-France";"MULTIPOLYGON(((0.555569708483064 45.7531303002157,0.55158175586924 45.8431360910336,0.680369692444197 45.8458544311439,0.684148124426901 45.7558442038193,0.555569708483064 45.7531303002157)))"
