"cd_sig";"code_10km";"cd_nom";"lb_nom";"annee";"nombre de données dans la maille";"fournisseurs des données";"wkt_geom_4326"
"10kmL93E062N638";"E062N638";60630;"Lutra lutra";2000;1;"NATURE MIDI-PYRENEES";"MULTIPOLYGON(((1.99345988960342 44.5144766551441,1.9918536126569 44.6044931282007,2.11786067736364 44.6055706643495,2.11926622330192 44.5155524349212,1.99345988960342 44.5144766551441)))"
"10kmL93E066N626";"E066N626";60630;"Lutra lutra";2000;1;"NATURE MIDI-PYRENEES";"MULTIPOLYGON(((2.50615242283394 43.4379807436835,2.50537906757024 43.5279479243271,2.6290321779456 43.5284410590491,2.6296122043347 43.4384730753759,2.50615242283394 43.4379807436835)))"
"10kmL93E066N627";"E066N627";60630;"Lutra lutra";2000;1;"NATURE MIDI-PYRENEES";"MULTIPOLYGON(((2.50537906757024 43.5279479243271,2.50460328642221 43.6179208427962,2.62845033208077 43.6184147819151,2.6290321779456 43.5284410590491,2.50537906757024 43.5279479243271)))"
"10kmL93E015N683";"E015N683";60630;"Lutra lutra";2000;1;"Groupe Mammalogique Breton (GMB)";"MULTIPOLYGON(((-4.43286857347536 48.3371674174014,-4.44557390293935 48.426735765373,-4.31097925823793 48.4351298034255,-4.29850095566321 48.345547736168,-4.43286857347536 48.3371674174014)))"
"10kmL93E018N682";"E018N682";60630;"Lutra lutra";2000;1;"Groupe Mammalogique Breton (GMB)";"MULTIPOLYGON(((-4.0176565526935 48.2722347883553,-4.02963927294312 48.3618507450807,-3.89514672785811 48.3697732986648,-3.88339091090025 48.2801443892435,-4.0176565526935 48.2722347883553)))"
"10kmL93E020N684";"E020N684";60630;"Lutra lutra";2000;2;"Groupe Mammalogique Breton (GMB)";"MULTIPOLYGON(((-3.77218212941934 48.4671775987025,-3.78378975471238 48.5568046914716,-3.64876082011372 48.5644467185413,-3.63738203537355 48.4748071219561,-3.77218212941934 48.4671775987025)))"
"10kmL93E021N676";"E021N676";60630;"Lutra lutra";2000;4;"Groupe Mammalogique Breton (GMB)";"MULTIPOLYGON(((-3.54773176275967 47.7574450107053,-3.55880568647901 47.8471369782923,-3.42554873335071 47.8545282505594,-3.41469779559475 47.7648242080832,-3.54773176275967 47.7574450107053)))"
"10kmL93E021N677";"E021N677";60630;"Lutra lutra";2000;1;"Groupe Mammalogique Breton (GMB)";"MULTIPOLYGON(((-3.55880568647901 47.8471369782923,-3.56991704482582 47.9368232040972,-3.43643636216641 47.9442265734517,-3.42554873335071 47.8545282505594,-3.55880568647901 47.8471369782923)))"
"10kmL93E021N684";"E021N684";60630;"Lutra lutra";2000;2;"Groupe Mammalogique Breton (GMB)";"MULTIPOLYGON(((-3.63738203537355 48.4748071219561,-3.64876082011372 48.5644467185413,-3.51369289706322 48.5719353963623,-3.5025431517675 48.4822835448581,-3.63738203537355 48.4748071219561)))"
"10kmL93E021N687";"E021N687";60630;"Lutra lutra";2000;1;"Groupe Mammalogique Breton (GMB)";"MULTIPOLYGON(((-3.67163555588186 48.7437029253667,-3.68313190878486 48.833319071549,-3.54737220867634 48.8408446519194,-3.53610722849246 48.7512161818302,-3.67163555588186 48.7437029253667)))"
"10kmL93E022N676";"E022N676";60630;"Lutra lutra";2000;1;"Groupe Mammalogique Breton (GMB)";"MULTIPOLYGON(((-3.41469779559475 47.7648242080832,-3.42554873335071 47.8545282505594,-3.29225508937024 47.8617680909451,-3.28162732232821 47.7720522191416,-3.41469779559475 47.7648242080832)))"
"10kmL93E022N677";"E022N677";60630;"Lutra lutra";2000;2;"Groupe Mammalogique Breton (GMB)";"MULTIPOLYGON(((-3.42554873335071 47.8545282505594,-3.43643636216641 47.9442265734517,-3.30291880265828 47.9514782649238,-3.29225508937024 47.8617680909451,-3.42554873335071 47.8545282505594)))"
"10kmL93E022N678";"E022N678";60630;"Lutra lutra";2000;2;"Groupe Mammalogique Breton (GMB)";"MULTIPOLYGON(((-3.43643636216641 47.9442265734517,-3.44736086804011 48.0339189476275,-3.31361864448159 48.0411825120294,-3.30291880265828 47.9514782649238,-3.43643636216641 47.9442265734517)))"
"10kmL93E022N682";"E022N682";60630;"Lutra lutra";2000;1;"Groupe Mammalogique Breton (GMB)";"MULTIPOLYGON(((-3.48035752690266 48.302958081541,-3.49143142628007 48.3926243628783,-3.35678298625005 48.3999356391418,-3.34593678259737 48.3102573966452,-3.48035752690266 48.302958081541)))"
"10kmL93E023N679";"E023N679";60630;"Lutra lutra";2000;4;"Groupe Mammalogique Breton (GMB)";"MULTIPOLYGON(((-3.31361864448159 48.0411825120294,-3.32435479836135 48.1308806028813,-3.19035066188493 48.1380038302143,-3.17984010907369 48.0482940916031,-3.31361864448159 48.0411825120294)))"
"10kmL93E023N680";"E023N680";60630;"Lutra lutra";2000;5;"Groupe Mammalogique Breton (GMB)";"MULTIPOLYGON(((-3.32435479836135 48.1308806028813,-3.33512744906112 48.2205723077675,-3.20089695424881 48.2277072044284,-3.19035066188493 48.1380038302143,-3.32435479836135 48.1308806028813)))"
"10kmL93E023N685";"E023N685";60630;"Lutra lutra";2000;2;"Groupe Mammalogique Breton (GMB)";"MULTIPOLYGON(((-3.3785867594065 48.5792706618567,-3.38954470988472 48.6689269796875,-3.25417093071458 48.6761205495003,-3.24344318232253 48.5864524532168,-3.3785867594065 48.5792706618567)))"
"10kmL93E024N678";"E024N678";60630;"Lutra lutra";2000;3;"Groupe Mammalogique Breton (GMB)";"MULTIPOLYGON(((-3.16936511482024 47.9585782182229,-3.17984010907369 48.0482940916031,-3.04602601531082 48.0552536270905,-3.03577604840277 47.9655263742997,-3.16936511482024 47.9585782182229)))"
"10kmL93E024N682";"E024N682";60630;"Lutra lutra";2000;2;"Groupe Mammalogique Breton (GMB)";"MULTIPOLYGON(((-3.21147916838802 48.3174039842872,-3.22209748776358 48.4070939395033,-3.08737569954073 48.4140992038574,-3.07698544915034 48.3243977845751,-3.21147916838802 48.3174039842872)))"
"10kmL93E024N683";"E024N683";60630;"Lutra lutra";2000;3;"Groupe Mammalogique Breton (GMB)";"MULTIPOLYGON(((-3.22209748776358 48.4070939395033,-3.23275209708534 48.496776839461,-3.09780146989348 48.5037935892541,-3.08737569954073 48.4140992038574,-3.22209748776358 48.4070939395033)))"
"10kmL93E024N684";"E024N684";60630;"Lutra lutra";2000;1;"Groupe Mammalogique Breton (GMB)";"MULTIPOLYGON(((-3.23275209708534 48.496776839461,-3.24344318232253 48.5864524532168,-3.10826294229711 48.5934807099065,-3.09780146989348 48.5037935892541,-3.23275209708534 48.496776839461)))"
"10kmL93E024N686";"E024N686";60630;"Lutra lutra";2000;8;"Groupe Mammalogique Breton (GMB)";"MULTIPOLYGON(((-3.25417093071458 48.6761205495003,-3.26493553078189 48.765780896715,-3.12929372784289 48.7728322319132,-3.11876030008438 48.6831603346296,-3.25417093071458 48.6761205495003)))"
"10kmL93E024N687";"E024N687";60630;"Lutra lutra";2000;9;"Groupe Mammalogique Breton (GMB)";"MULTIPOLYGON(((-3.26493553078189 48.765780896715,-3.27573717233685 48.8554332629393,-3.13986341142583 48.8624961699222,-3.12929372784289 48.7728322319132,-3.26493553078189 48.765780896715)))"
"10kmL93E025N679";"E025N679";60630;"Lutra lutra";2000;1;"Groupe Mammalogique Breton (GMB)";"MULTIPOLYGON(((-3.04602601531082 48.0552536270905,-3.05631078606044 48.1449747661521,-2.92223592937925 48.1517933524781,-2.91217711790537 48.0620610604807,-3.04602601531082 48.0552536270905)))"
"10kmL93E026N678";"E026N678";60630;"Lutra lutra";2000;1;"Groupe Mammalogique Breton (GMB)";"MULTIPOLYGON(((-2.90215235436416 47.972322675348,-2.91217711790537 48.0620610604807,-2.77829417276174 48.0687163350122,-2.76849478484471 47.9789670648067,-2.90215235436416 47.972322675348)))"
"10kmL93E026N679";"E026N679";60630;"Lutra lutra";2000;1;"Groupe Mammalogique Breton (GMB)";"MULTIPOLYGON(((-2.91217711790537 48.0620610604807,-2.92223592937925 48.1517933524781,-2.78812685153489 48.1584595322295,-2.77829417276174 48.0687163350122,-2.91217711790537 48.0620610604807)))"
"10kmL93E026N681";"E026N681";60630;"Lutra lutra";2000;2;"Groupe Mammalogique Breton (GMB)";"MULTIPOLYGON(((-2.93232896221247 48.2415193218752,-2.94245639100924 48.3312387388777,-2.80789276131231 48.337926789826,-2.79799299079179 48.2481964270723,-2.93232896221247 48.2415193218752)))"
"10kmL93E026N682";"E026N682";60630;"Lutra lutra";2000;3;"Groupe Mammalogique Breton (GMB)";"MULTIPOLYGON(((-2.94245639100924 48.3312387388777,-2.95261839156136 48.4209513733638,-2.81782633503839 48.4276503904487,-2.80789276131231 48.337926789826,-2.94245639100924 48.3312387388777)))"
"10kmL93E026N683";"E026N683";60630;"Lutra lutra";2000;1;"Groupe Mammalogique Breton (GMB)";"MULTIPOLYGON(((-2.95261839156136 48.4209513733638,-2.9628151408583 48.5106569948844,-2.82779388508391 48.5173669985722,-2.81782633503839 48.4276503904487,-2.95261839156136 48.4209513733638)))"
"10kmL93E027N680";"E027N680";60630;"Lutra lutra";2000;1;"Groupe Mammalogique Breton (GMB)";"MULTIPOLYGON(((-2.78812685153489 48.1584595322295,-2.79799299079179 48.2481964270723,-2.66362338830105 48.2547208216242,-2.65398431339874 48.1649732496985,-2.78812685153489 48.1584595322295)))"
"10kmL93E027N681";"E027N681";60630;"Lutra lutra";2000;1;"Groupe Mammalogique Breton (GMB)";"MULTIPOLYGON(((-2.79799299079179 48.2481964270723,-2.80789276131231 48.337926789826,-2.67329532860502 48.3444618813148,-2.66362338830105 48.2547208216242,-2.79799299079179 48.2481964270723)))"
"10kmL93E027N683";"E027N683";60630;"Lutra lutra";2000;1;"Groupe Mammalogique Breton (GMB)";"MULTIPOLYGON(((-2.81782633503839 48.4276503904487,-2.82779388508391 48.5173669985722,-2.69273847889285 48.5239235438109,-2.68300030239285 48.4341961988067,-2.81782633503839 48.4276503904487)))"
"10kmL93E027N684";"E027N684";60630;"Lutra lutra";2000;1;"Groupe Mammalogique Breton (GMB)";"MULTIPOLYGON(((-2.82779388508391 48.5173669985722,-2.83779558574468 48.6070763835022,-2.70251002848922 48.6136436857124,-2.69273847889285 48.5239235438109,-2.82779388508391 48.5173669985722)))"
"10kmL93E028N672";"E028N672";60630;"Lutra lutra";2000;1;"Groupe Mammalogique Breton (GMB)";"MULTIPOLYGON(((-2.57803506942165 47.4467857212302,-2.58741713768366 47.536577151737,-2.45481136409937 47.5428658897082,-2.44565052740603 47.4530641831946,-2.57803506942165 47.4467857212302)))"
"10kmL93E028N680";"E028N680";60630;"Lutra lutra";2000;1;"Groupe Mammalogique Breton (GMB)";"MULTIPOLYGON(((-2.65398431339874 48.1649732496985,-2.66362338830105 48.2547208216242,-2.52922092059826 48.2610924508865,-2.5198090769947 48.1713344504344,-2.65398431339874 48.1649732496985)))"
"10kmL93E028N683";"E028N683";60630;"Lutra lutra";2000;5;"Groupe Mammalogique Breton (GMB)";"MULTIPOLYGON(((-2.68300030239285 48.4341961988067,-2.69273847889285 48.5239235438109,-2.55764969979992 48.5303265753682,-2.54814106722798 48.4405887434028,-2.68300030239285 48.4341961988067)))"
"10kmL93E031N665";"E031N665";60630;"Lutra lutra";2000;2;;"MULTIPOLYGON(((-2.12057424425877 46.8363079973124,-2.12909079740043 46.9261555936746,-1.99793122119162 46.9319252409824,-1.9896312737661 46.8420682252326,-2.12057424425877 46.8363079973124)))"
"10kmL93E031N666";"E031N666";60630;"Lutra lutra";2000;3;;"MULTIPOLYGON(((-2.12909079740043 46.9261555936746,-2.13763568719343 47.0160001412489,-2.00625879046992 47.0217792249727,-1.99793122119162 46.9319252409824,-2.12909079740043 46.9261555936746)))"
"10kmL93E031N671";"E031N671";60630;"Lutra lutra";2000;1;;"MULTIPOLYGON(((-2.17210145623211 47.3753433431031,-2.18079017012017 47.4651692683902,-2.04831582451896 47.4709957918728,-2.03984805853787 47.3811603440602,-2.17210145623211 47.3753433431031)))"
"10kmL93E032N665";"E032N665";60630;"Lutra lutra";2000;1;;"MULTIPOLYGON(((-1.9896312737661 46.8420682252326,-1.99793122119162 46.9319252409824,-1.86674402328206 46.9375456094012,-1.85866081859046 46.8476794169062,-1.9896312737661 46.8420682252326)))"
"10kmL93E032N666";"E032N666";60630;"Lutra lutra";2000;4;;"MULTIPOLYGON(((-1.99793122119162 46.9319252409824,-2.00625879046992 47.0217792249727,-1.87485413411685 47.0274087867337,-1.86674402328206 46.9375456094012,-1.99793122119162 46.9319252409824)))"
"10kmL93E032N667";"E032N667";60630;"Lutra lutra";2000;2;;"MULTIPOLYGON(((-2.00625879046992 47.0217792249727,-2.01461411953108 47.1116299524925,-1.88299128548845 47.1172687242548,-1.87485413411685 47.0274087867337,-2.00625879046992 47.0217792249727)))"
"10kmL93E032N674";"E032N674";60630;"Lutra lutra";2000;6;"Groupe Mammalogique Breton (GMB)";"MULTIPOLYGON(((-2.06533689013953 47.6506533056192,-2.07389047786091 47.7404749177891,-1.94071995910993 47.7461786313425,-1.9323896847979 47.6563476907753,-2.06533689013953 47.6506533056192)))"
"10kmL93E033N666";"E033N666";60630;"Lutra lutra";2000;1;;"MULTIPOLYGON(((-1.86674402328206 46.9375456094012,-1.87485413411685 47.0274087867337,-1.74342243737611 47.0328887805388,-1.73552991937722 46.9430166530973,-1.86674402328206 46.9375456094012)))"
"10kmL93E033N667";"E033N667";60630;"Lutra lutra";2000;1;;"MULTIPOLYGON(((-1.87485413411685 47.0274087867337,-1.88299128548845 47.1172687242548,-1.75134127577038 47.1227576843939,-1.74342243737611 47.0328887805388,-1.87485413411685 47.0274087867337)))"
"10kmL93E034N659";"E034N659";60630;"Lutra lutra";2000;1;;"MULTIPOLYGON(((-1.68100838115756 46.3138403235316,-1.68872027224415 46.4037287464958,-1.55877137700685 46.4089985088383,-1.55127226065383 46.3191014880567,-1.68100838115756 46.3138403235316)))"
"10kmL93E034N660";"E034N660";60630;"Lutra lutra";2000;3;;"MULTIPOLYGON(((-1.68872027224415 46.4037287464958,-1.69645758569315 46.4936155108999,-1.56629521908557 46.4988938864458,-1.55877137700685 46.4089985088383,-1.68872027224415 46.4037287464958)))"
"10kmL93E034N661";"E034N661";60630;"Lutra lutra";2000;2;;"MULTIPOLYGON(((-1.69645758569315 46.4936155108999,-1.70422044727059 46.5835003941862,-1.57384390924134 46.5887873983781,-1.56629521908557 46.4988938864458,-1.69645758569315 46.4936155108999)))"
"10kmL93E034N666";"E034N666";60630;"Lutra lutra";2000;1;;"MULTIPOLYGON(((-1.73552991937722 46.9430166530973,-1.74342243737611 47.0328887805388,-1.61196442038523 47.0382191616053,-1.6042896260708 46.9483383274432,-1.73552991937722 46.9430166530973)))"
"10kmL93E034N667";"E034N667";60630;"Lutra lutra";2000;1;;"MULTIPOLYGON(((-1.74342243737611 47.0328887805388,-1.75134127577038 47.1227576843939,-1.61966481408156 47.1280967879714,-1.61196442038523 47.0382191616053,-1.74342243737611 47.0328887805388)))"
"10kmL93E035N659";"E035N659";60630;"Lutra lutra";2000;7;;"MULTIPOLYGON(((-1.55127226065383 46.3191014880567,-1.55877137700685 46.4089985088383,-1.42879775617755 46.4141203105858,-1.42151153610728 46.3242149325206,-1.55127226065383 46.3191014880567)))"
"10kmL93E035N660";"E035N660";60630;"Lutra lutra";2000;8;;"MULTIPOLYGON(((-1.55877137700685 46.4089985088383,-1.56629521908557 46.4988938864458,-1.43610800453574 46.5040240604384,-1.42879775617755 46.4141203105858,-1.55877137700685 46.4089985088383)))"
"10kmL93E035N661";"E035N661";60630;"Lutra lutra";2000;5;;"MULTIPOLYGON(((-1.56629521908557 46.4988938864458,-1.57384390924134 46.5887873983781,-1.44344240011194 46.5939259596322,-1.43610800453574 46.5040240604384,-1.56629521908557 46.4988938864458)))"
"10kmL93E035N669";"E035N669";60630;"Lutra lutra";2000;1;;"MULTIPOLYGON(((-1.62739093530718 47.2179709816596,-1.63514291306527 47.3078415175072,-1.50300139836548 47.313047724168,-1.49546944794405 47.2231686789011,-1.62739093530718 47.2179709816596)))"
"10kmL93E035N670";"E035N670";60630;"Lutra lutra";2000;2;;"MULTIPOLYGON(((-1.63514291306527 47.3078415175072,-1.64292087722188 47.3977081699648,-1.51055860250762 47.4029229015743,-1.50300139836548 47.313047724168,-1.63514291306527 47.3078415175072)))"
"10kmL93E035N671";"E035N671";60630;"Lutra lutra";2000;1;;"MULTIPOLYGON(((-1.64292087722188 47.3977081699648,-1.65072495851322 47.4875707131683,-1.51814118745361 47.4927939853154,-1.51055860250762 47.4029229015743,-1.64292087722188 47.3977081699648)))"
"10kmL93E035N672";"E035N672";60630;"Lutra lutra";2000;1;;"MULTIPOLYGON(((-1.65072495851322 47.4875707131683,-1.65855528855289 47.5774289209225,-1.52574928113981 47.5826607492556,-1.51814118745361 47.4927939853154,-1.65072495851322 47.4875707131683)))"
"10kmL93E036N659";"E036N659";60630;"Lutra lutra";2000;9;;"MULTIPOLYGON(((-1.42151153610728 46.3242149325206,-1.42879775617755 46.4141203105858,-1.29880010719004 46.4190941103922,-1.29172690155263 46.3291806157184,-1.42151153610728 46.3242149325206)))"
"10kmL93E036N660";"E036N660";60630;"Lutra lutra";2000;15;;"MULTIPOLYGON(((-1.42879775617755 46.4141203105858,-1.43610800453574 46.5040240604384,-1.3058966428987 46.5090059913893,-1.29880010719004 46.4190941103922,-1.42879775617755 46.4141203105858)))"
"10kmL93E036N661";"E036N661";60630;"Lutra lutra";2000;12;;"MULTIPOLYGON(((-1.43610800453574 46.5040240604384,-1.44344240011194 46.5939259596322,-1.31301662418099 46.5989160363169,-1.3058966428987 46.5090059913893,-1.43610800453574 46.5040240604384)))"
"10kmL93E036N662";"E036N662";60630;"Lutra lutra";2000;4;;"MULTIPOLYGON(((-1.44344240011194 46.5939259596322,-1.45080106262156 46.6838257853811,-1.32016016730225 46.6888240224427,-1.31301662418099 46.5989160363169,-1.44344240011194 46.5939259596322)))"
"10kmL93E036N670";"E036N670";60630;"Lutra lutra";2000;5;"Groupe Mammalogique Breton (GMB)";"MULTIPOLYGON(((-1.50300139836548 47.313047724168,-1.51055860250762 47.4029229015743,-1.37817094713159 47.4079869553916,-1.3708346300859 47.3181034984781,-1.50300139836548 47.313047724168)))"
"10kmL93E036N671";"E036N671";60630;"Lutra lutra";2000;1;;"MULTIPOLYGON(((-1.51055860250762 47.4029229015743,-1.51814118745361 47.4927939853154,-1.38553190779711 47.4978663337858,-1.37817094713159 47.4079869553916,-1.51055860250762 47.4029229015743)))"
"10kmL93E036N672";"E036N672";60630;"Lutra lutra";2000;1;;"MULTIPOLYGON(((-1.51814118745361 47.4927939853154,-1.52574928113981 47.5826607492556,-1.39291763633435 47.5877414075829,-1.38553190779711 47.4978663337858,-1.51814118745361 47.4927939853154)))"
"10kmL93E036N675";"E036N675";60630;"Lutra lutra";2000;1;;"MULTIPOLYGON(((-1.54104251078706 47.7623804115404,-1.54872790695151 47.8522328559659,-1.41522468427505 47.8573385356734,-1.40776389821775 47.7674777354271,-1.54104251078706 47.7623804115404)))"
"10kmL93E037N659";"E037N659";60630;"Lutra lutra";2000;3;;"MULTIPOLYGON(((-1.29172690155263 46.3291806157184,-1.29880010719004 46.4190941103922,-1.16877912825739 46.4239198680968,-1.1619190517975 46.3339984976271,-1.29172690155263 46.3291806157184)))"
"10kmL93E037N660";"E037N660";60630;"Lutra lutra";2000;10;;"MULTIPOLYGON(((-1.29880010719004 46.4190941103922,-1.3058966428987 46.5090059913893,-1.17566183581516 46.5138396389995,-1.16877912825739 46.4239198680968,-1.29880010719004 46.4190941103922)))"
"10kmL93E037N661";"E037N661";60630;"Lutra lutra";2000;12;;"MULTIPOLYGON(((-1.3058966428987 46.5090059913893,-1.31301662418099 46.5989160363169,-1.18256728653929 46.6037575879943,-1.17566183581516 46.5138396389995,-1.3058966428987 46.5090059913893)))"
"10kmL93E037N662";"E037N662";60630;"Lutra lutra";2000;5;;"MULTIPOLYGON(((-1.31301662418099 46.5989160363169,-1.32016016730225 46.6888240224427,-1.18949559323869 46.6936734924012,-1.18256728653929 46.6037575879943,-1.31301662418099 46.5989160363169)))"
"10kmL93E037N675";"E037N675";60630;"Lutra lutra";2000;1;;"MULTIPOLYGON(((-1.40776389821775 47.7674777354271,-1.41522468427505 47.8573385356734,-1.28169618843437 47.8622922612408,-1.27446014012072 47.7724233529964,-1.40776389821775 47.7674777354271)))"
"10kmL93E038N654";"E038N654";60630;"Lutra lutra";2000;1;"CONSERVATOIRE DU LITTORAL";"MULTIPOLYGON(((-1.12795426464492 45.8843754098736,-1.13470284114658 45.9743014549878,-1.00571850473532 45.9789410932029,-0.999179721029698 45.8890074809115,-1.12795426464492 45.8843754098736)))"
"10kmL93E038N658";"E038N658";60630;"Lutra lutra";2000;1;;"MULTIPOLYGON(((-1.15508149510147 46.2440757495919,-1.1619190517975 46.3339984976271,-1.03208868239983 46.3386685394062,-1.02546366992427 46.2487381701541,-1.15508149510147 46.2440757495919)))"
"10kmL93E038N659";"E038N659";60630;"Lutra lutra";2000;4;;"MULTIPOLYGON(((-1.1619190517975 46.3339984976271,-1.16877912825739 46.4239198680968,-1.03873551834915 46.4285975447257,-1.03208868239983 46.3386685394062,-1.1619190517975 46.3339984976271)))"
"10kmL93E038N660";"E038N660";60630;"Lutra lutra";2000;3;;"MULTIPOLYGON(((-1.16877912825739 46.4239198680968,-1.17566183581516 46.5138396389995,-1.0454042856886 46.518524964161,-1.03873551834915 46.4285975447257,-1.16877912825739 46.4239198680968)))"
"10kmL93E038N661";"E038N661";60630;"Lutra lutra";2000;4;;"MULTIPOLYGON(((-1.17566183581516 46.5138396389995,-1.18256728653929 46.6037575879943,-1.05209509304664 46.6084505754215,-1.0454042856886 46.518524964161,-1.17566183581516 46.5138396389995)))"
"10kmL93E038N662";"E038N662";60630;"Lutra lutra";2000;1;;"MULTIPOLYGON(((-1.18256728653929 46.6037575879943,-1.18949559323869 46.6936734924012,-1.0588080497697 46.6983741558777,-1.05209509304664 46.6084505754215,-1.18256728653929 46.6037575879943)))"
"10kmL93E039N653";"E039N653";60630;"Lutra lutra";2000;2;"CONSERVATOIRE DU LITTORAL";"MULTIPOLYGON(((-0.992662231695192 45.7990736093202,-0.999179721029698 45.8890074809115,-0.870383883156548 45.8934928731808,-0.864075610850695 45.8035516863429,-0.992662231695192 45.7990736093202)))"
"10kmL93E039N658";"E039N658";60630;"Lutra lutra";2000;2;;"MULTIPOLYGON(((-1.02546366992427 46.2487381701541,-1.03208868239983 46.3386685394062,-0.902236489646321 46.343190703399,-0.895824128600399 46.2532529535796,-1.02546366992427 46.2487381701541)))"
"10kmL93E039N659";"E039N659";60630;"Lutra lutra";2000;8;;"MULTIPOLYGON(((-1.03208868239983 46.3386685394062,-1.03873551834915 46.4285975447257,-0.908669977169645 46.4331271024926,-0.902236489646321 46.343190703399,-1.03208868239983 46.3386685394062)))"
"10kmL93E039N660";"E039N660";60630;"Lutra lutra";2000;7;;"MULTIPOLYGON(((-1.03873551834915 46.4285975447257,-1.0454042856886 46.518524964161,-0.915124695663278 46.5230619289572,-0.908669977169645 46.4331271024926,-1.03873551834915 46.4285975447257)))"
"10kmL93E040N649";"E040N649";60630;"Lutra lutra";2000;1;"GREGE";"MULTIPOLYGON(((-0.839046663562501 45.4437888674934,-0.845273477445345 45.5337288446159,-0.717290243199367 45.5380392907903,-0.711270056124563 45.4480922868446,-0.839046663562501 45.4437888674934)))"
"10kmL93E040N653";"E040N653";60630;"Lutra lutra";2000;1;"CONSERVATOIRE DU LITTORAL";"MULTIPOLYGON(((-0.864075610850695 45.8035516863429,-0.870383883156548 45.8934928731808,-0.741567431230298 45.8978315508269,-0.735468476423599 45.8078832874061,-0.864075610850695 45.8035516863429)))"
"10kmL93E040N658";"E040N658";60630;"Lutra lutra";2000;3;;"MULTIPOLYGON(((-0.895824128600399 46.2532529535796,-0.902236489646321 46.343190703399,-0.77236317052932 46.3475649531334,-0.766163564721 46.257620063521,-0.895824128600399 46.2532529535796)))"
"10kmL93E040N659";"E040N659";60630;"Lutra lutra";2000;6;;"MULTIPOLYGON(((-0.902236489646321 46.343190703399,-0.908669977169645 46.4331271024926,-0.778583205134669 46.4375085048,-0.77236317052932 46.3475649531334,-0.902236489646321 46.343190703399)))"
"10kmL93E040N660";"E040N660";60630;"Lutra lutra";2000;6;;"MULTIPOLYGON(((-0.908669977169645 46.4331271024926,-0.915124695663278 46.5230619289572,-0.784823769600845 46.5274504966647,-0.778583205134669 46.4375085048,-0.908669977169645 46.4331271024926)))"
"10kmL93E040N661";"E040N661";60630;"Lutra lutra";2000;3;;"MULTIPOLYGON(((-0.915124695663278 46.5230619289572,-0.921600750309824 46.612994960551,-0.791084965658887 46.6173907065327,-0.784823769600845 46.5274504966647,-0.915124695663278 46.5230619289572)))"
"10kmL93E041N659";"E041N659";60630;"Lutra lutra";2000;2;;"MULTIPOLYGON(((-0.77236317052932 46.3475649531334,-0.778583205134669 46.4375085048,-0.648475903350062 46.4417417162404,-0.642469422725589 46.3517912533232,-0.77236317052932 46.3475649531334)))"
"10kmL93E041N660";"E041N660";60630;"Lutra lutra";2000;5;;"MULTIPOLYGON(((-0.778583205134669 46.4375085048,-0.784823769600845 46.5274504966647,-0.654502212058668 46.5316906317538,-0.648475903350062 46.4417417162404,-0.778583205134669 46.4375085048)))"
"10kmL93E042N619";"E042N619";60630;"Lutra lutra";2000;1;"NATURE MIDI-PYRENEES";"MULTIPOLYGON(((-0.41741582545482 42.7550115023791,-0.422702915386045 42.8448456854629,-0.300608492309846 42.8486727797346,-0.29550955639278 42.7588323729445,-0.41741582545482 42.7550115023791)))"
"10kmL93E042N620";"E042N620";60630;"Lutra lutra";2000;1;"NATURE MIDI-PYRENEES";"MULTIPOLYGON(((-0.422702915386045 42.8448456854629,-0.428006379703317 42.9346869199653,-0.305723221974096 42.938520248393,-0.300608492309846 42.8486727797346,-0.422702915386045 42.8448456854629)))"
"10kmL93E043N619";"E043N619";60630;"Lutra lutra";2000;4;"NATURE MIDI-PYRENEES";"MULTIPOLYGON(((-0.29550955639278 42.7588323729445,-0.300608492309846 42.8486727797346,-0.178498275562045 42.8523609580043,-0.173587566657602 42.7625145530163,-0.29550955639278 42.7588323729445)))"
"10kmL93E043N620";"E043N620";60630;"Lutra lutra";2000;2;"NATURE MIDI-PYRENEES";"MULTIPOLYGON(((-0.300608492309846 42.8486727797346,-0.305723221974096 42.938520248393,-0.183424197122415 42.9422144349343,-0.178498275562045 42.8523609580043,-0.300608492309846 42.8486727797346)))"
"10kmL93E043N621";"E043N621";60630;"Lutra lutra";2000;2;"NATURE MIDI-PYRENEES";"MULTIPOLYGON(((-0.305723221974096 42.938520248393,-0.310853818836968 43.0283745710448,-0.188365402099723 43.0320747759629,-0.183424197122415 42.9422144349343,-0.305723221974096 42.938520248393)))"
"10kmL93E043N622";"E043N622";60630;"Lutra lutra";2000;1;"NATURE MIDI-PYRENEES";"MULTIPOLYGON(((-0.310853818836968 43.0283745710448,-0.316000356805809 43.1182355394415,-0.193321961694278 43.1219417728734,-0.188365402099723 43.0320747759629,-0.310853818836968 43.0283745710448)))"
"10kmL93E043N649";"E043N649";60630;"Lutra lutra";2000;1;"CONSERVATOIRE DU LITTORAL";"MULTIPOLYGON(((-0.455659145700942 45.4562624138668,-0.461265798331971 45.5462227599974,-0.33322592512668 45.550095718042,-0.327826173688171 45.4601290567691,-0.455659145700942 45.4562624138668)))"
"10kmL93E043N652";"E043N652";60630;"Lutra lutra";2000;1;"CONSERVATOIRE DU LITTORAL";"MULTIPOLYGON(((-0.472533825232413 45.7261452341872,-0.47819537770645 45.8161069245334,-0.349530770412907 45.8199988949456,-0.344078137646741 45.7300308559472,-0.472533825232413 45.7261452341872)))"
